"","atlas","id","name","abbr","neocortex","temporal_cortex","motor_cortex","frontal_cortex","claustrum","globus_pallidus","cingulate_cortex","auditory_cortex","insula","medial_prefrontal_cortex","striatum","orbitofrontal_cortex","agranular_insular_cortex","substantia_nigra","parietal_cortex","visual_cortex","piriform_cortex","prefrontal_cortex","rhinal_cortex","hippocampus","hypothalamus","somatosensory_cortex","retrosplenial_cortex","white_matter","side","name_bilateral","abbr_bilateral"
"4541","paxinos",1423,"granule cell layer of the cerebellum","GrCb","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_granule cell layer of the cerebellum","le_GrCb"
"4511","paxinos",1424,"granular layer of the dentate gyrus","GrDG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","left","le_granular layer of the dentate gyrus","le_GrDG"
"4491","paxinos",1425,"granular cell layer of the olfactory bulb","GrO","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_granular cell layer of the olfactory bulb","le_GrO"
"4561","paxinos",1426,"hindbrain",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_hindbrain","le_NA"
"7081","paxinos",1427,"nucleus of the horizontal limb of the diagonal band","HDB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_nucleus of the horizontal limb of the diagonal band","le_HDB"
"4601","paxinos",1428,"hippocampus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_hippocampus","le_NA"
"4581","paxinos",1429,"hippocampal formation",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_hippocampal formation","le_NA"
"4641","paxinos",1430,"hypothalamus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_hypothalamus","le_NA"
"4911","paxinos",1431,"intercalated nuclei of the amygdala","I","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intercalated nuclei of the amygdala","le_I"
"5321","paxinos",1433,"interstitial nucleus of the vestibulocochlear nerve","I8","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interstitial nucleus of the vestibulocochlear nerve","le_I8"
"4881","paxinos",1434,"interanterodorsal thalamic nucleus","IAD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interanterodorsal thalamic nucleus","le_IAD"
"4891","paxinos",1435,"interanteromedial thalamic nucleus","IAM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interanteromedial thalamic nucleus","le_IAM"
"5281","paxinos",1436,"interstitial nucleus of the medulla","IB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interstitial nucleus of the medulla","le_IB"
"4691","paxinos",1437,"inferior colliculus","IC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior colliculus","le_IC"
"5371","paxinos",1438,"islands of Calleja","ICj","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_islands of Calleja","le_ICj"
"5381","paxinos",1439,"islands of Calleja, major island","ICjM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_islands of Calleja, major island","le_ICjM"
"5341","paxinos",1440,"intradecussational nucleus of the superior cerebellar peduncle",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intradecussational nucleus of the superior cerebellar peduncle","le_NA"
"4961","paxinos",1441,"intermediate endopiriform nucleus","IEn","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediate endopiriform nucleus","le_IEn"
"4941","paxinos",1442,"interfascicular nucleus","IF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interfascicular nucleus","le_IF"
"4651","paxinos",1443,"indusium griseum","IG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_indusium griseum","le_IG"
"4951","paxinos",1444,"intergeniculate leaf","IGL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intergeniculate leaf","le_IGL"
"4981","paxinos",1445,"intermediate interstitial nucleus of the medial longitudinal fasciculus","II","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediate interstitial nucleus of the medial longitudinal fasciculus","le_II"
"4831","paxinos",1446,"infralimbic cortex","IL","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_infralimbic cortex","le_IL"
"4991","paxinos",1447,"intermediate nucleus of the lateral lemniscus","ILL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediate nucleus of the lateral lemniscus","le_ILL"
"4901","paxinos",1448,"intercalated amygdaloid nucleus, main part","IM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intercalated amygdaloid nucleus, main part","le_IM"
"5361","paxinos",1449,"intramedullary thalamic area","IMA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intramedullary thalamic area","le_IMA"
"5031","paxinos",1450,"intermediodorsal thalamic nucleus","IMD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediodorsal thalamic nucleus","le_IMD"
"1831","paxinos",1451,"amygdaloid intramedullary gray","IMG","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_amygdaloid intramedullary gray","le_IMG"
"4701","paxinos",1452,"inferior olivary nucleus",NA,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olivary nucleus","le_NA"
"4771","paxinos",1453,"inferior olive, subnucleus A of medial nucleus","IOA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, subnucleus A of medial nucleus","le_IOA"
"4781","paxinos",1454,"inferior olive, subnucleus B of medial nucleus","IOB","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, subnucleus B of medial nucleus","le_IOB"
"4711","paxinos",1455,"inferior olive, beta subnucleus","IOBe","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, beta subnucleus","le_IOBe"
"4791","paxinos",1456,"inferior olive, subnucleus C of medial nucleus","IOC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, subnucleus C of medial nucleus","le_IOC"
"4731","paxinos",1457,"inferior olive, dorsal nucleus","IOD","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, dorsal nucleus","le_IOD"
"4741","paxinos",1458,"inferior olive, dorsomedial cell group","IODM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, dorsomedial cell group","le_IODM"
"4721","paxinos",1460,"inferior olive, cap of Kooy of the medial nucleus","IOK","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, cap of Kooy of the medial nucleus","le_IOK"
"4751","paxinos",1461,"inferior olive, medial nucleus","IOM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, medial nucleus","le_IOM"
"4761","paxinos",1462,"inferior olive, principal nucleus","IOPr","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, principal nucleus","le_IOPr"
"4801","paxinos",1463,"inferior olive, ventrolateral protrusion","IOVL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior olive, ventrolateral protrusion","le_IOVL"
"5121","paxinos",1464,"interpeduncular nucleus","IP","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus","le_IP"
"5131","paxinos",1465,"interpeduncular nucleus, apical subnucleus","IPA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, apical subnucleus","le_IPA"
"5291","paxinos",1466,"interstitial nucleus of the posterior limb of the anterior commissure","IPAC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interstitial nucleus of the posterior limb of the anterior commissure","le_IPAC"
"5301","paxinos",1467,"interstitial nucleus of the posterior limb of the anterior commissure, lateral part","IPACL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interstitial nucleus of the posterior limb of the anterior commissure, lateral part","le_IPACL"
"5311","paxinos",1468,"interstitial nucleus of the posterior limb of the anterior commissure, medial part","IPACM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interstitial nucleus of the posterior limb of the anterior commissure, medial part","le_IPACM"
"5141","paxinos",1469,"interpeduncular nucleus, caudal subnucleus","IPC","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, caudal subnucleus","le_IPC"
"5151","paxinos",1470,"interpeduncular nucleus, dorsolateral subnucleus","IPDL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, dorsolateral subnucleus","le_IPDL"
"5161","paxinos",1471,"interpeduncular nucleus, dorsomedial subnucleus","IPDM","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, dorsomedial subnucleus","le_IPDM"
"5111","paxinos",1472,"interpeduncular fossa","IPF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular fossa","le_IPF"
"5171","paxinos",1473,"interpeduncular nucleus, intermediate subnucleus","IPI","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, intermediate subnucleus","le_IPI"
"5181","paxinos",1474,"interpeduncular nucleus, lateral subnucleus","IPL","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, lateral subnucleus","le_IPL"
"5191","paxinos",1475,"interpeduncular nucleus, rostral subnucleus","IPR","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interpeduncular nucleus, rostral subnucleus","le_IPR"
"5101","paxinos",1476,"internal plexiform layer of the olfactory bulb","IPl","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_internal plexiform layer of the olfactory bulb","le_IPl"
"5001","paxinos",1477,"intermediate reticular nucleus","IRt","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediate reticular nucleus","le_IRt"
"5011","paxinos",1478,"intermediate reticular nucleus, alpha part","IRtA","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intermediate reticular nucleus, alpha part","le_IRtA"
"4821","paxinos",1479,"inferior salivatory nucleus","IS","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_inferior salivatory nucleus","le_IS"
"5331","paxinos",1480,"interventricular foramen","IVF","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_interventricular foramen","le_IVF"
"4921","paxinos",1481,"intercalated nucleus of the medulla","In","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","left","le_intercalated nucleus of the medulla","le_In"
